,Nama Hotel,Nama Kota,Provinsi,Latitude,Longitude,Luas Kamar,Kapasitas,Rating,Harga
666,Nite & Day Hotel Candi Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-7.0084176,110.4157353,22,2,4.42,399000
667,Hotel Filadelfia Gallery Resort,Kota Batu,Jawa Timur,-7.87,112.5193758,28,3,4.25,389500
668,Bayleaf Guest House Syariah,Kota Batu,Jawa Timur,-7.88,112.5336305,18,2,4.12,359000
669,Morse Guest House Syariah,Malang City,Jawa Timur,-7.98,112.6370961,17,3,4.42,300000
670,Allstay Hotel Semarang Simpang Lima,Kota Semarang,Jawa Tengah,-7,110.4171573,17,4,4.05,446500
671,Homi Semarang,Kota Semarang,Jawa Tengah,-6.99,110.4544185,21,3,4.25,280000
672,favehotel Malang,Kota Malang,Jawa Timur,-7.93,112.6028185,18,3,4.05,453600
673,Hotel Pantes Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-6.9819035,110.4255336,22,3,4.25,358150
674,Rumi Semarang,Kota Semarang,Jawa Tengah,-7.0616129,110.4414197,18,3,4.03,300000
675,D'Fresh Hotel & Resto Manage by Ascent Malang,Kota Malang,Jawa Timur,-7.9396537,112.6335647,16,3,4.25,400000
676,Awann Sewu Boutique Hotel & Suite,Kota Semarang,Jawa Tengah,-6.984124,110.4124736,28,3,4.58,998000
677,Alimar Hotel,Kota Malang,Jawa Timur,-7.99,112.6323891,16,3,4.03,435000
678,Glamours Dawala at Lembah Indah Glamping Resort,Kabupaten Malang,Jawa Timur,-8.00E-08,112.4935456,36,2,4.07,825000
679,Amaris Hotel Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-6.9884799,110.4269757,18,3,4.03,450000
680,Hotel Pantes Kota Lama Semarang,Kota Semarang,Jawa Tengah,-6.97,110.4267086,18,1,4.42,189050
681,Candiview Hotel Semarang,Kota Semarang,Jawa Tengah,-7.0020291,110.4094978,26,3,4.25,325000
682,Wukir Mas Homestay Malang,Kota Batu,Jawa Timur,-7.8779252,112.541424,28,3,4.05,150000
683,Radja Art and Boutique Hotel Simpang Lima,Kota Semarang,Jawa Tengah,-6.9988329,110.4279991,21,2,4.42,619163
684,Grand Kanjuruhan Hotel,Kabupaten Malang,Jawa Timur,-8.12E-08,112.5755483,28,2,4.05,450000
685,So Boutique Hostel,Kota Malang,Jawa Timur,-7.978719,112.633466,30,1,4.42,90000
686,Grand Citihub Hotel @ Kajoetangan - Malang,Kota Malang,Jawa Timur,-7.977169,112.6295133,19,1,4.02,175000
687,Hotel Kesambi Hijau,Kota Semarang,Jawa Tengah,-6.999803,110.4160731,30,3,4.03,1140000
688,Sunsetfalls Gardens and Resort,Kabupaten Magelang,Jawa Tengah,-7.4060253,110.4015703,35,2,4.07,2116000
689,Surya Indah Hotel and Restaurant,Kota Batu,Jawa Timur,-7.9,112.5351022,30,3,3.12,292000
690,Adhi Jaya Hotel,Kabupaten Badung,Bali,-8.73E-08,115.1677647,28,3,4.58,548100
691,Padma Resort Ubud,Gianyar Regency,Bali,-8.39E-08,115.2541233,50,3,4.92,3720000
692,Noormans Hotel Semarang,Kota Semarang,Jawa Tengah,-7.0275372,110.4184471,37,3,4.03,720000
693,Diamond Hotel Kuta Bali,Kabupaten Badung,Bali,-8.72E-08,115.1767393,26,2,4.02,468000
694,Brits Resort Lovina,Kabupaten Buleleng,Bali,-8.16E-08,115.028422,32,3,4.07,816000
695,Wimarion Hotel Semarang,Kota Semarang,Jawa Tengah,-7.0076879,110.4182722,28,3,4.05,738500
696,Puri Senggigi,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.49E-08,116.0418902,16,3,4.08,202500
697,Victory Stay near UNDIP Tembalang,Kota Semarang,Jawa Tengah,-7.07,110.4372738,20,3,4.42,398000
698,J4 Hotels Legian,Kabupaten Badung,Bali,-8.72,115.1746865,18,3,4.05,401310
699,The Grand Palace Hotel Malang,Kota Malang,Jawa Timur,-7.99,112.629221,17,2,4.02,341250
700,Mascot Beach Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.50E-08,116.0401664,18,2,4.08,624999
701,Whiz Prime Hotel Basuki Rahmat Malang,Kota Malang,Jawa Timur,-7.9766265,112.6291577,16,3,4.42,560000
702,Grand Kuta Hotel,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2733757,20,2,4.05,225000
703,Quirin Hotel Semarang,Kota Semarang,Jawa Tengah,-0.69754,110.4205,21,3,4.42,265000
704,Mataram Square Hotel,Kota Mataram,Nusa Tenggara Barat,-0.8581949,116.086575,24,3,4.25,200250
705,Wisma Wisata Wiratama,Kota Batu,Jawa Timur,-7.8629462,112.5290026,20,3,4.07,399000
706,Comfort Room at Penginapan Kahan,Kota Batu,Jawa Timur,-7.8950729,112.5330535,25,4,4.08,200000
707,Mataram Hotel,Kota Mataram,Nusa Tenggara Barat,-0.8586974,116.1208953,15,3,4.03,265000
708,Atria Hotel Malang,Kota Malang,Jawa Timur,-7.95,112.6399905,26,3,4.58,843982
709,Hotel Syariah 99 by VRV,Kota Malang,Jawa Timur,-7.95,112.6190534,12,3,4.58,225000
710,Central Inn Senggigi,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.5,116.0479886,22,2,4.02,190000
711,Le Grande Bali,Kabupaten Badung,Bali,-8.76,115.176463,46,3,4.25,796500
712,favehotel Diponegoro Semarang,Kota Semarang,Jawa Tengah,-7.0015056,110.4175972,18,3,4.02,405000
713,Conrad Bali,Kabupaten Badung,Bali,-8.76E-08,115.2215399,45,2,4.58,3049200
714,Bale Rama Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1211251,30,3,4.58,126500
715,Horison Nindya Semarang,Kota Semarang,Jawa Tengah,-7.0127329,110.4783917,21,3,4.42,352500
716,Solaris Hotel Malang,Kabupaten Malang,Jawa Timur,-7.92,112.654629,22,3,4.42,600000
717,Hotel Grasia,Kota Semarang,Jawa Tengah,-7.01,110.4097306,23,3,4.08,340671
718,Mulia Resort,Badung Regency,Bali,-8.79E-08,115.2301618,57,2,4.58,4393706
719,Batatu Villas,Central Lombok Regency,West Nusa Tenggara,-8.88,116.2836124,35,2,4.07,1683000
720,Azcarya Villa Type Mala,Kota Malang,Jawa Timur,-7.9762815,112.6169036,50,8,4.05,4750000
721,The Ritz-Carlton Bali Villas,Badung Regency,Bali,-8.79E-08,115.2301618,50,5,4.58,12780625
722,favehotel Kuta Kartika Plaza,Kabupaten Badung,Bali,-0.8730222,115.1674705,21,3,4.05,365200
723,Melva Balemong,Kabupaten Semarang,Jawa Tengah,-7.1180258,110.4026195,35,1,4.07,1100000
724,Maniva Particael Resort,Kota Batu,Jawa Timur,-7.8906828,112.5474479,18,3,4.02,725000
725,The Aliante Hotel,Kota Malang,Jawa Timur,-7.9814258,112.6347116,18,3,4,550000
726,UTC Convention Hotel,Kota Semarang,Jawa Tengah,-7,110.400677,20,3,4,230000
727,Horison Kota Lama Semarang,Kota Semarang,Jawa Tengah,-6.9688257,110.4312826,21,3,4.02,481500
728,Grand Royal B.I.L Hotel,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.73E-08,116.2340364,23,3,4,422620
729,ILLIRA Lite Praya Lombok,Central Lombok Regency,West Nusa Tenggara,-8.75E-08,116.2481798,23,2,4.42,427500
730,Pratama Hotel and Convention,Kota Mataram,Nusa Tenggara Barat,-8.56,116.0998892,16,3,4.25,334672
731,Segara Lombok,Central Lombok Regency,West Nusa Tenggara,-8.86E-08,116.1418515,41,2,4.12,2439024
732,Sunrise Aventus Hotel Nusa Dua,Kabupaten Badung,Bali,-8.82E-08,115.2180323,15,3,4.05,374760
733,MONTANA PREMIER SENGGIGI,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.50E-08,116.0525185,21,3,4.05,598500
734,Grand Candi Hotel Semarang,Kota Semarang,Jawa Tengah,-7.0164534,110.4279554,24,3,4.25,600000
735,The Vira Bali Boutique Hotel & Suite,Kabupaten Badung,Bali,-8.73,115.167679,38,3,4.58,1154250
736,Cozy Stay Hotel Denpasar Bali,Kota Denpasar,Bali,-8.68,115.1826863,30,2,4.02,270000
737,Candiland Apartment,Kota Semarang,Jawa Tengah,-7,110.4178144,16,3,4.42,287280
738,RIMBA Jimbaran BALI by AYANA,Kabupaten Badung,Bali,-8.79E-08,115.1541951,38,3,4.08,2931225
739,The Capital Hotel and Resort Seminyak,Kabupaten Badung,Bali,-8.67E-08,115.157894,32,3,4.05,766935
740,Nat Nat Hotel,Kota Malang,Jawa Timur,-7.9633323,112.6262095,25,3,4.05,475000
741,Ascent Premiere Hotel and Convention,Kota Malang,Jawa Timur,-8,112.632715,21,3,4.03,463125
742,Hotel Bintang Malang,Kota Malang,Jawa Timur,-7.9690786,112.642657,17,3,4.08,185813
743,F & B inn Sam Poo Kong Bandara Semarang,Kota Semarang,Jawa Tengah,-6.9889493,110.3954034,18,3,4.03,235000
744,b Hotel Bali & Spa,Kota Denpasar,Bali,-8.70E-08,115.1841221,24,3,4.42,540540
745,OYO 90672 Balakosa Hotel,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1238429,18,2,4.02,135141
746,Kebun Villas and Resort,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.5,116.0479886,40,4,4.42,992250
747,Sumi Hotel Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-6.987563,110.4222521,15,4,4.08,305000
748,Bali Rani Hotel,Kabupaten Badung,Bali,-8.73E-08,115.1677647,27,3,4.05,945000
749,Fovere Bandara Semarang by Conary,Kota Semarang,Jawa Tengah,-6.97,110.3904061,16,3,4.02,300000
750,Aloravilla,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.53E-08,116.071391,24,1,4.75,400000
751,Shakila Guest House,Kota Batu,Jawa Timur,-7.86,112.5038588,12,3,4.42,198000
752,Stay Maja,Kota Semarang,Jawa Tengah,-7.0008062,110.4480871,50,3,4.05,800000
753,Harper Kuta by ASTON,Kabupaten Badung,Bali,-8.72,115.1746732,37,5,4.42,1285573
754,OYO 2544 Just-In Hotel,Kota Mataram,Nusa Tenggara Barat,-8.60E-08,116.112802,24,3,3.13,152417
755,Freddies Villas Ubud Bali,Kabupaten Gianyar,Bali,-8.58E-08,115.2661456,24,2,4.58,540000
756,The Jayakarta Lombok Beach Resort & Spa,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.5,116.0492558,27,2,4.05,539226
757,Dewarna Hotel Sutoyo,Kota Malang,Jawa Timur,-7.963377,112.636253,19,2,3.15,378100
758,Mina Tanjung Beach Hotel,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.35E-08,116.1524269,20,2,4.07,500000
759,Hotel Puri Ayu,Kota Denpasar,Bali,-0.8668144,115.2176536,31,4,4.02,311750
760,OYO 3930 Griya Loka Syariah,Kota Semarang,Jawa Tengah,-7.0001393,110.4249877,18,1,4.02,228000
761,Baliku Guest House,Kota Batu,Jawa Timur,-7.881328,112.520066,27,3,4.25,212500
762,Bintang Tiga Guest House,Kota Semarang,Jawa Tengah,-7.0489704,110.4208197,16,1,4.08,59000
763,Hotel Pelangi Malang,Kota Malang,Jawa Timur,-7.98,112.6297819,28,3,4.25,332393
764,ASTON Inn Batu,Kota Batu,Jawa Timur,-7.88,112.5202224,21,3,4.58,1310000
765,Living Asia Resort and Spa,North Lombok Regency,West Nusa Tenggara,-8.46E-08,116.0362421,33,2,4.08,1235000
766,OYO 908 Taman Wisata Kopeng,Kabupaten Semarang,Jawa Tengah,-7.398416,110.419317,24,3,4.02,129999
767,OYO 90820 Madania Guesthouse Syariah,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1025438,20,2,3.15,149011
768,Bliss Surfer Hotel by Tritama Hospitality,Kabupaten Badung,Bali,-8.71,115.1761091,27,3,4.05,366545
769,Citilike Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1233179,20,3,4.08,252000
770,Hotel Pelangi Indah,Kota Semarang,Jawa Tengah,-6.97,110.4288354,26,3,4.02,150000
771,Damar Boutique Hotel,Kota Malang,Jawa Timur,-7.95,112.636007,18,3,4.25,254800
772,D'MAX Hotel & Convention Lombok,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.76E-08,116.2739885,18,4,4.42,380000
773,The Sakala Resort Bali - All Suites,Kabupaten Badung,Bali,-8.76E-08,115.2215399,43,2,4.42,1716000
774,Permata Kuta Hotel,Kabupaten Badung,Bali,-8.74E-08,115.1767566,22,3,4.03,359100
775,Family Hotel Gradia 2,Kota Batu,Jawa Timur,-7.87,112.5200626,19,1,4.05,418900
776,The Batu Hotel & Villas,Kota Malang,Jawa Timur,-7.9758364,112.6357959,24,3,4.03,1057350
777,Sunrise Hotel Semarang,Kota Semarang,Jawa Tengah,-6.98,110.452207,13,4,4.03,247000
778,Bintang Kuta Hotel,Kabupaten Badung,Bali,-8.73E-08,115.1677647,32,3,4.58,630000
779,AOE Hotel,Kabupaten Semarang,Jawa Tengah,-7.2233249,110.3707879,18,2,4.42,180000
780,Amaia Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59,116.12221,20,3,4.08,220500
781,The H Bali Residence and Co-Working,Kabupaten Badung,Bali,-8.71,115.1811372,21,2,4.05,272600
782,Lembah Metro Resort,Kota Batu,Jawa Timur,-7.86,112.5219899,32,3,4.07,1099000
783,Alasa Bed & Breakfast,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.89E-08,116.3168025,12,2,4.05,374630
784,Tiu Oasis,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2733757,45,4,4.25,975000
785,Pondok Jatim Park Hotel & Cafe',Kota Batu,Jawa Timur,-7.883603,112.5235374,16,3,4.02,365750
786,Hotel Candi Indah - Akpol Candi Semarang,Kota Semarang,Jawa Tengah,-7.02,110.4224383,22,3,4.25,285000
787,Tugu Indah Hotel,Kota Semarang,Jawa Tengah,-6.99,110.3572723,17,3,3.13,228000
788,ASTON Denpasar Hotel & Convention Center,Kota Denpasar,Bali,-8.64,115.2062843,30,3,4.25,479017
789,Greentrees Guest House,Kota Malang,Jawa Timur,-7.9783154,112.6187173,23,3,4.08,235000
790,Hotel Olympic Semarang,Kota Semarang,Jawa Tengah,-6.9750069,110.4137803,17,3,4.08,199500
791,The Bene - By Astadala,Kabupaten Badung,Bali,-8.71E-08,115.1722916,28,2,4.25,589950
792,The Bandha Hotel & Suites,Kabupaten Badung,Bali,-8.70E-08,115.1672881,47,3,4.75,2449146
793,Sahabat Backpacker,Kota Batu,Jawa Timur,-7.88,112.5208193,15,1,4.05,78000
794,JM Hotel Kuta Lombok,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-0.8894132,116.2856032,30,3,4,298480
795,Hotel Lombok Raya,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1178045,27,3,4.42,570000
796,Amaris Hotel Malang,Kota Malang,Jawa Timur,-7.960743,112.636424,16,1,4.03,440440
797,Hastina Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1082534,20,1,4.03,104500
798,Bam-Bam House Syariah,Kota Malang,Jawa Timur,-7.95,112.6198654,20,3,4.02,270000
799,Puri Saron Seminyak,Kabupaten Badung,Bali,-8.69E-08,115.161869,29,3,4.25,1216800
800,Hotel Pantes Candi Simpang Lima,Kota Semarang,Jawa Tengah,-7.01,110.4254407,22,3,4.08,340100
801,Hotel Tugu Malang,Kota Malang,Jawa Timur,-7.98,112.6332039,26,3,4.75,1020000
802,Mister Stay,Kota Semarang,Jawa Tengah,-6.9911702,110.3963015,16,3,3.13,165000
803,Anggrek Residence near Ciputra Mall,Kota Semarang,Jawa Tengah,-6.99,110.4234676,16,3,4.08,250000
804,Hotel Amaris Kuta - Bali,Kabupaten Badung,Bali,-0.8710673,115.1704897,18,3,4.03,259000
805,The Vasini Hotel,Kota Denpasar,Bali,-8.64E-08,115.2534287,20,2,4.25,265716
806,Grand Batu Inn Hotel,Kota Batu,Jawa Timur,-7.88,112.5293984,24,4,4.25,428000
807,Tanawu House,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.77E-08,116.2636537,20,2,4.03,275000
808,Paragon Hotel Seminyak,Kabupaten Badung,Bali,-8.67E-08,115.1547968,32,3,4.02,630000
809,Hotel Sonic Airport - Semarang,Kota Semarang,Jawa Tengah,-6.99,110.384944,20,3,4.25,265000
810,Class Premium Guest House,Kota Malang,Jawa Timur,-7.966848,112.6000758,21,3,4.58,399713
811,RAJA HOTEL KUTA MANDALIKA,Central Lombok Regency,West Nusa Tenggara,-8.89E-08,116.2831703,22,4,3.15,1217948
812,OYO 1808 New Bandungan Indah,Kota Semarang,Jawa Tengah,-6.9961704,110.4138472,12,3,3.15,117850
813,Sahabat Backpacker 2 (Mata Bean),Kota Batu,Jawa Timur,-7.8799638,112.5258193,15,1,4.03,100000
814,Front One Budget Malang by Azana,Kota Malang,Jawa Timur,-7.94,112.6255326,15,1,4.42,259350
815,Hello Hotel Dekat Undip Semarang,Kota Semarang,Jawa Tengah,-7.05,110.4253025,28,3,4.03,247989
816,Nomaden Urban Stay,Kota Semarang,Jawa Tengah,-6.983387,110.3977522,20,3,4.75,513000
817,Swiss-Belresort Watu Jimbar,Kota Denpasar,Bali,-8.70E-08,115.2632814,32,3,4.05,1065000
818,Bali Mandira Beach Resort & Spa,Kabupaten Badung,Bali,-8.71E-08,115.1678643,32,3,4.25,2649075
819,TS Suites Seminyak,Kabupaten Badung,Bali,-8.70E-08,115.1712224,45,4,4.75,1666170
820,Fendi's Homestay,Kota Malang,Jawa Timur,-7.97,112.6186777,18,3,4.07,325000
821,Panfila Hotel,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2747231,22,2,4.42,340200
822,Bobobox Kota Lama,Kota Semarang,Jawa Tengah,-6.97,110.4263864,15,1,4.05,228825
823,Savana Hotel and Convention Malang,Kota Malang,Jawa Timur,-7.9622153,112.6363622,35,3,4.58,698000
824,Hyatt Regency Bali,Kota Denpasar,Bali,-8.70E-08,115.2645639,27,2,4.58,3153420
825,Sweet Garden Boutique Guesthouse,Kota Malang,Jawa Timur,-7.97,112.6207146,24,3,4.58,525000
826,D'Paragon Ijen Nirwana,Kota Malang,Jawa Timur,-7.9745229,112.6210713,20,3,4.08,237500
827,OYO 422 Achterhuis Guesthouse,Kota Semarang,Jawa Tengah,-6.9681399,110.4278611,20,3,4.02,219366
828,Nutana Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1013435,16,2,4.02,211050
829,Muria Hotel Kota Lama Semarang,Kota Semarang,Jawa Tengah,-6.9781095,110.4348204,20,2,4,304000
830,Hidden Paradiso,Kota Batu,Jawa Timur,-7.88,112.5261855,20,3,4.05,299000
831,Tienery Guest House,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.089134,13,4,4.42,193000
832,Klapa Resort,Kabupaten Badung,Bali,-8.8,115.1253033,20,1,4.42,1086837
833,VIDTORY Residence,Kota Semarang,Jawa Tengah,-7.0049896,110.3991819,26,5,4.42,585000
834,Batu Permai Hotel,Kota Batu,Jawa Timur,-7.8679099,112.5084186,36,3,4.05,465500
835,Grand Panorama Hotel,Kabupaten Semarang,Jawa Tengah,-7.2042505,110.3909066,28,3,4.08,267900
836,Hart Hotel Premium Rapatmaja,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1235854,24,2,4.03,324900
837,Segara Anak Hotel,Central Lombok Regency,West Nusa Tenggara,-8.89E-08,116.2831703,26,3,4.02,750000
838,Royal Orchids Garden Hotel & Condominium,Kota Batu,Jawa Timur,-7.8648578,112.5108083,20,3,4.03,618750
839,Smart Tlogomas,Kota Malang,Jawa Timur,-7.9343521,112.6031119,20,2,4.25,204750
840,Hotel Syariah Larismanis,Kota Semarang,Jawa Tengah,-6.9990355,110.4217633,20,3,4.58,185950
841,El Tropico Boutique Hotel,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2747231,44,2,4.92,950000
842,Transera Kamini Legian Hotel,Kabupaten Badung,Bali,-8.72E-08,115.175547,26,3,4.03,456000
843,Hotel Dafam Savvoya Seminyak,Kabupaten Badung,Bali,-8.68E-08,115.167228,22,3,4.03,269412
844,DS CoLive Layur Kota Lama,Kota Semarang,Jawa Tengah,-6.9649586,110.4219728,20,3,4.03,158000
845,De Wahyu Hotel & Convention,Kota Batu,Jawa Timur,-7.8684114,112.5167129,22,3,3.15,385000
846,Inna Familia PiP Semarang,Kota Semarang,Jawa Tengah,-7,110.4277682,24,3,4.02,225000
847,Kuta Puri Bungalows,Kabupaten Badung,Bali,-8.72E-08,115.1745171,34,4,4.07,819000
848,Anema Wellness & Resort Gili Lombok,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.38E-08,116.1118157,38,2,4.42,1500000
849,Village Vibes Lombok,Kuta,Nusa Tenggara Barat,-8.89,116.2709894,29,2,4.05,467500
850,Jeeva Santai Villas,Kota Mataram,Nusa Tenggara Barat,-0.8611231,116.106305,50,6,4.08,2600000
851,Bobobox Alun-Alun Malang,Kota Malang,Jawa Timur,-7.983697,112.63031,19,1,4.58,244750
852,D'Paragon Bukit Dieng,Kota Malang,Jawa Timur,-7.9763139,112.6034873,20,3,4.58,250000
853,Villa Della Scala,Kota Batu,Jawa Timur,-7.883603,112.5235374,45,7,4.42,4750000
854,DS CoLive Siliwangi,Semarang City,Central Java,-6.9812733,110.3943366,12,4,4.58,158000
855,Angkul Angkul Beach Inn Kuta,Kabupaten Badung,Bali,-8.72E-08,115.1734242,22,3,4.42,202500
856,Merusaka Nusa Dua,Kabupaten Badung,Bali,-0.8795731,115.230746,48,3,4.75,2053350
857,Cozzy Stay Semarang,Kota Semarang,Jawa Tengah,-7.0117254,110.4455624,20,3,4.25,276875
858,CityOne Xpress Semarang,Kota Semarang,Jawa Tengah,-7.01,110.4431284,16,1,4,171000
859,Ubud Hotel & Cottages Malang,Kota Malang,Jawa Timur,-7.9588983,112.60538,18,3,4.03,301950
860,The Himana Malang (Malang City Point),Kota Malang,Jawa Timur,-7.97,112.6135905,22,3,4.03,345000
861,Maya Ubud Resort & Spa,Kabupaten Gianyar,Bali,-8.51E-08,115.2754341,44,3,4.75,4266766
862,D'Paragon Bukit Sari,Kota Semarang,Jawa Tengah,-7.0449755,110.4225087,16,3,4.42,325000
863,Sima Hotel Kuta Lombok,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2747231,40,3,4.08,1124960
864,Puri Saron Senggigi Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.48E-08,116.0347111,24,3,4.02,410400
865,Hotel Youstay Semarang,Kota Semarang,Jawa Tengah,-6.98,110.3961574,18,3,4.02,321300
866,Ibis Styles Bali Benoa,Kabupaten Badung,Bali,-8.78E-08,115.2248333,24,1,4.25,519659
867,Hotel Bukit Permai,Kota Semarang,Jawa Tengah,-7.04,110.4209837,30,3,4.42,295000
868,Ciptaningati Culture Hotel,Kota Batu,Jawa Timur,-7.8757065,112.5338916,43,4,4.02,299000
869,Sleep & Sleep Capsule Kota Lama,Kota Semarang,Jawa Tengah,-6.9703892,110.4210827,20,1,4.02,65000
870,OYO 90931 Swun Stay Guest House & Coworking Space,Kota Malang,Jawa Timur,-7.98,112.6144322,27,2,4.12,184999
871,Front One Cabin Semarang,Kota Semarang,Jawa Tengah,-7,110.4275534,19,2,4.07,298745
872,Hotel Griya Asri,Kota Mataram,Nusa Tenggara Barat,-0.8580043,116.089875,15,2,4.58,149500
873,Qunci Villas,West Lombok Regency,West Nusa Tenggara,-8.48,116.0377974,20,1,4.58,2189374
874,The Light Exclusive Villa and Spa,Kabupaten Badung,Bali,-8.68E-08,115.1603719,35,3,4.25,2114100
875,Fizz Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.0913251,16,3,4.25,248233
876,Cordova Suites,Kota Semarang,Jawa Tengah,-7.047848,110.4279971,25,3,4.42,378000
877,Discovery Kartika Plaza Bali,Kabupaten Badung,Bali,-8.73E-08,115.1677647,19,2,4.05,1436500
878,GRAND MIAMI HOTEL,Kabupaten Malang,Jawa Timur,-8.09E-08,112.5848115,32,2,4.02,705000
879,Hazotel Semarang,Kota Semarang,Jawa Tengah,-7.0617538,110.417155,24,3,4.08,342000
880,Quest Hotel Kuta by ASTON,Kabupaten Badung,Bali,-0.8737294,115.1750553,28,3,4.25,621680
881,OYO 1732 Edotel Praya Syariah,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.72,116.2884586,22,2,4.08,93654
882,BIRRU INN,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-0.8894132,116.2856032,20,4,4.02,375000
883,Sikara Lombok Hotel,Kuta Lombok,Nusa Tenggara Barat,-8.89E-08,116.2767927,40,3,4.92,945000
884,Liberta Hub Singosari Malang,Kabupaten Malang,Jawa Timur,-7.91108,112.6358841,16,3,4.02,300384
885,Rayz UMM Hotel,Kabupaten Malang,Jawa Timur,-7.92,112.5940141,40,3,4.07,940313
886,The Akmani Legian,Kabupaten Badung,Bali,-8.71E-08,115.1728955,25,3,4.05,504380
887,Hotel Marina Airport Semarang,Kota Semarang,Jawa Tengah,-6.96,110.3915213,16,2,4.25,400000
888,Putu Bali Villa & Spa,Kabupaten Badung,Bali,-8.68E-08,115.1544686,34,3,4.58,352958
889,Sunsethouse Lombok,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.51,116.0553389,38,3,4.42,665000
890,Comfy Room at Buring Homestay,Kota Malang,Jawa Timur,-7.97,112.6241143,16,4,4.05,297500
891,el Hotel Grande Malang,Kabupaten Malang,Jawa Timur,-7.9,112.6069377,18,3,4.03,351453
892,Uni Inn Semarang Gunungpati,Semarang City,Central Java,-7.056962,110.3946547,23,2,3.92,168888
893,Grand Legi Mataram,Kota Mataram,Nusa Tenggara Barat,-0.859408,116.110801,17,4,4,365000
894,Family Hotel Gradia 1,Kota Batu,Jawa Timur,-7.87,112.5200626,24,2,4.42,589300
895,Rumah Singgah Griya H47,Kota Semarang,Jawa Tengah,-6.9911243,110.4366532,20,3,4,190000
896,Belle View Hotel,Kota Semarang,Jawa Tengah,-7.01,110.4044706,30,3,4.02,275000
897,Palapa Hotel Mataram,Kota Mataram,Nusa Tenggara Barat,-0.858891,116.1206216,15,3,4.02,253000
898,Kanishka Villas,Kabupaten Badung,Bali,-8.69,115.1739684,27,2,4.02,1993680
899,SOL by Melia Benoa Bali-All Inclusive,Kabupaten Badung,Bali,-8.76E-08,115.2215399,50,2,4.03,1410507
900,Trision Kostel near UNDIP Tembalang - Universitas Diponegoro,Kota Semarang,Jawa Tengah,-7.0627159,110.4360755,19,3,4.08,298000
901,Fortune Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1236961,20,2,4.08,216868
902,Java Boutique Hotel,Kota Malang,Jawa Timur,-7.97,112.6167836,15,1,4.58,104500
903,Kabana Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1236202,24,2,4.03,184000
904,Batuque Town Villa 2,Kota Batu,Jawa Timur,-7.8833631,112.51998,15,3,4.58,376000
905,C3 Hotel,Kabupaten Semarang,Jawa Tengah,-7.1401093,110.4052387,16,3,4.25,350000
906,Villa Mandi Ubud,Kabupaten Gianyar,Bali,-8.50E-08,115.2454838,35,3,4.25,286057
907,The Aveda Boutique Hotel,Kabupaten Badung,Bali,-8.68E-08,115.1544289,27,4,4.42,782000
908,Plataran Canggu Resort and Spa,Badung Regency,Bali,-8.65E-08,115.1678009,33,2,4.75,1805018
909,Rinjani Lodge,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.29E-08,116.4124804,40,2,4.75,1500000
